"Name_Adopt","RA_Adopt","Dec_Adopt","zem_Adopt","RA_UVES","Dec_UVES","RA_SSS","Dec_SSS","B_SSS","R1_SSS","R2_SSS","I_SSS","Name_SDSS","zem_SDSS","u_SDSS","g_SDSS","r_SDSS","i_SDSS","z_SDSS","Name_NED","zem_NED","Name_SIMBAD","zem_SIMBAD","Spec_status","NumExp","ExpTime","WavStart","WavEnd","WavCoverage","Dispersion","CNR","ResPowerNom","SlitWidths","Binnings","Settings","Seeing","ProgIDs","PIObjNames","DLAzabs","DLAlogNHI","DLAelogNHI","DLAReference"
"J024312-055055","02:43:12.47","-05:50:55.1",1.805,"02:43:12.48","-05:50:55.1","02:43:12.475","-05:50:55.14",18.511,18.053,18.394,18.026,,,,,,,,"[HB89] 0240-060",1.805,"QSO J0243-0550",1.8,0,2,6000,3282.9440454856,6653.4443824294,"3289.44-4519.16,4620.22-5578.84,5579.21-5600.42,5674.84-6365.52,6365.89-6617.42,6619.08-6653.44",2.5,"9,9,19,18,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,564","0.73,0.86,0.94","076.A-0389(A)","b0240m060",,,,
"J024401-013403","02:44:01.84","-01:34:03.9",4.053,"02:44:01.78","-01:34:04.4","02:44:01.841","-01:34:03.92",20.146,17.931,18.138,18.118,,,,,,,,,4.053,"QSO B0241-01",4.01,0,2,5399,4168.1002546601,6811.8003718505,"4532.40-5806.95,5808.16-6238.07,6238.17-6283.18,6283.28-6301.60,6301.70-6410.25,6410.36-6640.07,6640.18-6771.70,6771.87-6811.80",2.5,"0,0,24,10,0","0.0,0.0,47.8,47.8,0.0",1,"2x2","520,580","0.79,0.81,0.92","074.A-0306(A),69.A-0613(A)","0244m0134,bri0241m0146",,,,
"J024449-290449","02:44:49.16","-29:04:49.2",3.23,"02:44:49.18","-29:04:48.8","02:44:49.156","-29:04:49.24",18.104,17.474,17.373,16.942,,,,,,,,,,,,0,1,1800,3758.9656653449,9466.133983304,"3758.97-4984.61,5684.08-7525.49,7669.05-7687.62,7687.81-7705.65,7705.91-7739.98,7740.24-7809.22,7809.35-7925.87,7926.00-7951.16,7951.29-8031.19,8031.32-8035.14,8035.34-8042.72,8042.85-8057.08,8059.64-8137.64,8137.84-8333.91,8334.19-8349.15,8349.29-8454.38,8454.52-8467.43,8469.13-8561.58,8561.72-8595.49,8595.63-8722.21,8722.36-8757.70,8757.92-8770.13,8770.27-8829.27,8829.42-8854.05,8854.27-8857.74,8857.89-8869.71,8869.86-8887.93,8888.30-8897.12,8897.35-8921.94,8922.16-8960.41,8960.64-8990.58,8990.80-9000.78,9001.00-9149.18,9149.41-9161.47,9161.77-9166.59,9166.74-9221.56,9221.71-9228.33,9228.48-9237.34,9237.57-9268.28,9268.43-9284.68,9284.83-9378.21,9378.53-9466.13",2.5,"0,13,0,19,14","0.0,49.8,0.0,47.8,47.8",1,"2x2","437,760","0.84,0.88,0.92","072.A-0442(A)","hem0242m2917",2.56,20.8,0.2,"This work"
"J024658-123630","02:46:58.46","-12:36:30.7",2.201,"02:46:58.46","-12:36:30.9","02:46:58.469","-12:36:30.76",18.106,18.169,18.15,17.467,,,,,,,,"[HB89] 0244-128",2.201,"IVS B0244-128",0,0,2,6000,3282.9220501253,6655.619501307,"3292.27-4518.79,4623.62-5599.59,5676.93-6652.79",2.5,"9,13,26,24,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,564","0.43,0.75,0.78","076.A-0389(A)","b0244m128",,,,
"J024756-055559","02:47:56.56","-05:55:59.1",4.238,"02:47:56.50","-05:55:57.8","02:47:56.560","-05:55:59.17",21.848,18.772,18.686,18.326,,,,,,,,"BR 0245-0608",4.238,"QSO J0247-0555",4.238,0,2,6600,6089.6026281426,9767.3909496175,"6089.60-7922.69,8073.15-8494.93,8498.19-8770.78,8770.92-8829.78,8830.07-8839.14,8839.28-9767.39",2.5,"0,0,0,23,13","0.0,0.0,0.0,47.8,47.8",1,"2x2",800,"0.82,1.00,1.14","71.B-0106(B)","brm0245m0608",,,,
"J025019+004650","02:50:19.78","+00:46:50.2",4.77,"02:50:19.76","+00:46:51.5","02:50:19.763","+00:46:50.54",,,21.001,,"SDSS J025019.78+004650.2",4.77,24.208,22.601,20.98,19.539,19.468,"SDSS J025019.77+004650.4",4.76,"[VV2006] J025019.8+004650",4.797,0,3,10650,5043.2506224365,8347.7248917468,"5059.89-6383.74,6513.61-6942.56,6954.32-8315.07,8325.41-8339.24,8341.81-8345.85",2.5,"0,0,9,13,11","0.0,0.0,41.1,0.0,41.1",1.2,"2x2",645,"0.55,0.88,1.00","072.B-0123(D)","sdss0250p0046m645ru2x2",,,,
"J025140-220026","02:51:40.40","-22:00:26.3",3.197,"02:51:40.40","-22:00:25.6","02:51:40.400","-22:00:26.33",17.949,17.358,17.453,16.95,,,,,,,,"UM 678",3.197,"QSO B0249-2212",3.205,0,2,5060,3282.6559240501,6810.1988017311,"3489.05-4518.77,4784.29-4854.13,4857.25-5755.83,5833.63-6064.08,6067.37-6810.20",2.5,"17,15,30,41,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,580","0.79,0.94,1.02","71.B-0106(B)","qm0249m222",,,,
"J025240-553832","02:52:40.10","-55:38:32.1",2.37,"02:52:40.02","-55:38:34.4","02:52:40.107","-55:38:32.11",16.615,16.32,16.439,15.86,,,,,,,,"CTS 0421",2.37,"[VV96] J025240.1-553832",2.37,0,1,1800,3758.1955432379,9466.0889299541,"3758.20-4983.96,5685.95-7523.95,7674.51-7752.41,7752.60-7795.97,7796.10-7951.05,7951.18-8043.21,8043.35-8051.27,8051.40-8115.03,8115.17-8174.12,8174.26-8274.46,8274.80-8346.60,8346.81-8354.75,8354.96-8383.29,8383.43-8467.18,8467.39-8473.40,8473.54-8486.48,8486.62-8514.90,8515.05-8621.94,8622.08-8679.72,8679.87-8721.00,8721.22-8760.88,8763.58-8769.87,8770.01-8829.16,8829.30-8888.03,8888.18-8921.82,8922.12-9269.24,9269.39-9297.65,9297.96-9308.20,9308.36-9378.17,9378.40-9421.91,9422.14-9449.61,9449.76-9466.09",2.5,"0,15,0,24,21","0.0,49.8,0.0,47.8,47.8",1,"2x2","437,760","0.98,1.21,1.44","072.A-0442(A)","hem0251m5550",2.34,20.6,0.1,"This work"
"J025607+011038","02:56:07.25","+01:10:38.5",1.349,"02:56:07.20","+01:10:40.5","02:56:07.240","+01:10:38.77",19.124,18.287,18.303,18.237,"SDSS J025607.25+011038.5",1.349,19.256,18.923,18.45,18.347,18.381,"SDSS J025607.24+011038.6",1.348,"QSO J0256+0110",1.346,0,3,16200,3282.1218906331,6655.1626538477,"3282.12-4513.63,4622.11-5578.60,5579.25-5599.72,5679.05-6277.33,6287.33-6615.88,6620.46-6652.55",2.5,"9,11,28,32,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,564","0.46,0.71,1.07","074.A-0597(A)","sdssmq0256p0110ua,sdssmq0256p0110ub,sdssmq0256p0110uc",,,,
"J025634-401300","02:56:34.00","-40:13:00.3",2.29,"02:56:33.96","-40:12:59.7","02:56:34.009","-40:13:00.36",17.007,16.543,16.783,16.352,,,,,,,,"[HB89] 0254-404",2.29,"QSO J0256-4012",2.28,0,1,1800,3283.5438145865,6651.8303416386,"3283.54-3565.12,3565.35-4512.46,4617.87-5129.87,5130.13-5596.91,5672.70-6649.61",2.5,"10,8,22,20,0","59.8,59.8,56.9,56.9,0.0",0.8,"2x2","390,564","0.82,0.82,0.82","072.A-0442(A)","hem0254m4025",2.046,20.45,0.08,"Zafar et al. (2013)"
"J025927+074739","02:59:27.08","+07:47:39.3",0.893,"02:59:26.93","+07:47:39.6","02:59:27.080","+07:47:39.31",21.208,17.567,19.64,17.221,,,,,,,,"PKS 0256+075",0.893,"NVSS J025927+074739",0,0,4,2860,3283.0430974854,9466.7183685231,"3292.83-7521.56,7666.07-8888.55,8888.70-9378.87,9379.03-9466.72",2.5,"1,5,7,14,11","49.8,49.8,47.8,47.8,47.8",1,"2x2","390,437,580,760","0.80,0.87,1.21","076.A-0860(A)","odmp094.7",,,,
"J030000+004828","03:00:00.57","+00:48:28.0",0.9,"03:00:00.52","+00:48:28.4","03:00:00.570","+00:48:27.83",19.649,16.681,16.673,15.988,"SDSS J030000.57+004828.0",0.9,19.864,19.377,16.75,16.53,16.118,"SDSS J0300+0048",0.892,"QSO B0257+0036",0.892,0,3,11992,3047.1066813272,10256.1525433411,"3047.11-5758.01,5838.06-6839.61,6847.24-8517.59,8650.47-10088.12,10089.88-10141.85,10142.02-10160.75,10160.87-10171.61,10171.79-10185.16,10185.27-10256.15",1.75,"2,5,25,36,29","49.8,49.8,45.2,45.2,45.2",1,"1x1,2x2","346,437,580,860","NA,NA,NA","267.B-5698(A)","j0300p0048",,,,
"J030049-072137","03:00:49.24","-07:21:37.8",2.103,"03:00:49.24","-07:21:37.4","03:00:49.255","-07:21:37.73",19.632,,18.53,18.341,"SDSS J030049.24-072137.8",2.103,19.749,19.407,19.04,18.798,18.479,"SDSS J030049.23-072137.7",2.105,"SDSS J030049.24-072137.8",2.106,0,2,10799,3282.6083336534,6651.6545408574,"3285.84-4465.99,4469.94-4520.59,4621.60-4696.74,4706.54-5578.08,5578.64-5597.46,5674.78-6167.47,6167.57-6651.65",2.5,"5,6,14,15,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,564","0.90,0.98,1.05","080.A-0482(A)","sdss0300m07",,,,
"J030211-314030","03:02:11.30","-31:40:30.2",2.37,"03:02:11.33","-31:40:32.2","03:02:11.309","-31:40:30.20",17.385,17.442,17.355,16.865,,,,,,,,"2MASSi J0302113-314030",2.37,"CTQ 635",2.37,0,1,1800,3284.0328952468,6650.6023623664,"3284.03-4521.34,4616.98-5596.35,5671.23-5710.14,5710.43-6617.08,6618.95-6650.60",2.5,"6,5,12,13,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,564","1.32,1.61,1.90","072.A-0442(A)","hem0300m3152",2.179,20.8,0.1,"Noterdaeme et al. (2008)"
"J030249-321600","03:02:49.70","-32:16:00.4",0.898,"03:02:49.68","-32:16:00.8","03:02:49.705","-32:16:00.43",17.956,17.788,17.704,17.33,,,,,,,,"2QZ J030249.6-321600",0.898,"QSO B0300-3227",0.898,0,3,5430,3283.1270969781,6653.2050426219,"3293.68-4520.47,4620.86-5600.22,5674.68-6653.21",2.5,"7,8,21,22,0","41.5,41.5,41.1,41.1,0.0",1.2,"2x2","390,564","1.07,1.09,1.26","079.A-0600(B)","j0302m3216",,,,
"J030449-000813","03:04:49.85","-00:08:13.4",3.295,"03:04:49.75","-00:08:11.5","03:04:49.863","-00:08:13.75",17.949,17.473,17.216,17.158,"SDSS J030449.85-000813.4",3.295,19.089,17.707,17.492,17.465,17.338,"LBQS 0302-0019",3.293,"LBQS 0302-0019",3.29,5,0,0,0,0,,0,,,,,,,,,,,,
"J030640-301031","03:06:40.90","-30:10:31.6",2.096,"03:06:40.97","-30:10:32.4","03:06:40.904","-30:10:31.64",19.137,18.923,19.323,19.015,,,,,,,,"2QZ J030640.8-301032",2.096,"2QZ J030640.8-301032",2.096,0,4,8558,3047.0731336706,10429.6490753487,"3058.66-5598.65,5672.62-6650.62,6702.45-6774.60,6783.08-6837.83,6845.48-6855.59,6863.25-6993.18,7003.46-8525.38,8663.19-10087.41,10088.84-10255.60,10259.88-10429.65",2.5,"4,4,10,9,8","45.5,45.5,44.2,44.2,44.2",1.1,"2x2","346,437,564,860","1.18,1.30,1.52","70.A-0031(A)","pairmdm2",,,,
"J030643-301107","03:06:43.75","-30:11:07.7",2.13,"03:06:43.81","-30:11:08.7","03:06:43.755","-30:11:07.72",19.631,19.102,19.559,18.008,,,,,,,,"2QZ J030643.7-301107",2.13,"2QZ J030643.7-301107",2.13,0,5,12600,3047.1839393152,10428.9846772146,"3065.59-5598.62,5672.59-6617.17,6619.10-6651.69,6702.03-6768.70,6773.78-6779.54,6782.03-6834.15,6835.34-6849.61,6855.84-6931.37,6940.74-6993.21,7000.27-8524.91,8662.50-10087.36,10088.87-10255.38,10260.17-10428.98",2.5,"4,3,7,8,6","45.5,45.5,44.2,44.2,44.2",1.1,"2x2","346,437,564,860","0.68,0.98,1.21","70.A-0031(A)","pairmdm1",,,,
"J030722-494548","03:07:22.90","-49:45:48.0",4.728,"03:07:22.83","-49:45:47.7","03:07:22.902","-49:45:48.00",22.286,19.209,18.735,17.121,,,,,,,,"BR J0307-4945",4.728,"QSO B0305-4957",4.78,1,3,12300,6108.304762505,9766.472324951,"6108.30-6352.68,6354.74-7933.58,8074.88-8763.23,8763.37-8945.30,8945.67-9378.02,9378.18-9701.53,9701.70-9766.47",2.5,"0,0,0,69,33","0.0,0.0,0.0,52.0,52.0",0.9,"2x2",800,"0.45,0.66,0.94","60.A-9022(A)","b0305m49",4.466,20.67,0.09,"Dessauges-Zavadsky et al. (2001)"
"J030844-295702","03:08:44.04","-29:57:02.4",0.952,"03:08:43.99","-29:57:02.8","03:08:44.044","-29:57:02.46",17.093,16.637,16.562,16.335,,,,,,,,,,,,0,2,4320,3758.9552559982,9465.8709570619,"3758.96-4986.80,5681.79-7522.52,7663.46-7915.21,7915.61-7966.20,7966.33-8466.84,8467.41-8887.53,8887.90-8921.17,8921.69-8990.18,8990.40-9184.70,9184.93-9377.72,9377.87-9465.87",2.5,"0,16,0,28,24","0.0,49.8,0.0,47.8,47.8",1,"2x2","437,760","0.75,1.82,2.70","078.A-0068(A)","he0306m3008",,,,
"J031006-192124","03:10:06.09","-19:21:24.0",2.144,"03:10:06.08","-19:21:23.4","03:10:06.097","-19:21:24.06",18.512,18.335,18.44,17.772,,,,,,,,"UM 680",2.144,"QSO B0307-1932",2.144,0,6,28450,3045.386970728,10429.2683759665,"3065.08-5234.17,5238.28-5578.50,5579.85-5757.52,5837.34-6062.98,6070.47-6302.02,6302.49-6849.45,6857.05-6935.38,6938.79-6993.69,6994.68-7966.58,7967.91-8453.71,8456.39-8506.82,8508.31-8527.41,8660.57-9090.80,9096.49-9925.33,9931.96-10087.88,10105.14-10255.83,10274.06-10429.27",2.5,"11,21,25,24,30","41.5,54.5,41.1,41.1,52.0","0.9,1.2","2x2","346,437,580,860","0.51,0.67,0.86","65.O-0299(A),68.A-0216(A),69.A-0204(A)","um680,umm680",,,,
"J031009-192207","03:10:09.08","-19:22:07.2",2.122,"03:10:09.06","-19:22:06.6","03:10:09.080","-19:22:07.27",19.126,18.883,18.712,18.24,,,,,,,,"UM 681",2.122,"QSO J0310-1922",2.122,0,9,37700,3045.2832063455,10431.7833427091,"3063.55-5234.56,5240.98-5578.77,5579.33-5759.10,5839.19-6301.75,6302.64-6365.39,6366.08-6930.98,6932.89-8522.08,8660.78-9925.74,9940.90-10088.63,10100.08-10257.19,10280.83-10431.78",2.5,"14,17,28,28,26","41.5,45.7,41.1,41.1,44.5","0.8,1.0,1.2","2x2","346,437,580,860","0.44,0.66,1.29","65.O-0299(A),68.A-0216(A),69.A-0204(A)","um681,umm681",,,,
"J031115-172247","03:11:15.19","-17:22:47.6",4.039,"03:11:15.35","-17:22:45.2","03:11:15.197","-17:22:47.60",20.588,18.043,17.823,17.667,,,,,,,,"BR J0311-1722",4.039,"QSO B0308-1734",4.039,0,1,3599,4372.1042081195,6409.9352301472,"4372.10-5362.93,5437.18-6302.13,6302.55-6365.62,6365.99-6408.71",2.5,"0,8,13,0,0","0.0,47.8,47.8,0.0,0.0",1,"2x2",540,"0.64,0.79,0.94","69.A-0613(A)","0311m1722",,,,
"J031257-563912","03:12:57.73","-56:39:12.3",0,"03:12:57.84","-56:39:11.4","03:12:57.730","-56:39:12.37",17.488,16.719,16.769,15.981,,,,,,,,,,,,0,1,1660,3283.3253498667,6653.4958301308,"3290.64-4520.03,4620.68-5600.69,5674.98-5694.65,5694.74-5706.63,5706.72-5753.94,5754.03-5759.36,5759.50-5927.31,5927.41-6174.01,6174.12-6224.11,6224.21-6354.22,6354.33-6416.31,6416.41-6433.83,6433.93-6632.72,6632.83-6653.50",2.5,"2,3,9,11,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,564","1.64,1.65,2.99","078.A-0068(A)","he0311m5650",,,,
"J031856-060037","03:18:56.62","-06:00:37.7",1.927,"03:18:56.61","-06:00:36.8","03:18:56.623","-06:00:37.67",19.984,17.851,17.566,16.752,"SDSS J031856.62-060037.7",1.927,21.774,19.341,17.677,17.263,16.838,"SDSS J031856.61-060037.6",1.967,"2MASS J03185663-0600379",1.967,0,8,22800,3045.2040179696,10429.5115215329,"3380.61-3857.64,3858.44-5578.91,5579.42-5760.16,5838.40-6065.40,6072.79-8525.55,8663.66-9091.55,9097.31-9767.42,9778.02-9924.82,9940.89-10087.53,10097.54-10255.64,10272.33-10429.51",2.5,"13,31,32,41,45","49.8,49.8,47.8,47.8,47.8",1,"2x2","346,437,580,860","0.49,0.95,1.20","078.B-0433(A)","sdssmj0319mm0601",,,,
"J032412-320259","03:24:12.45","-32:02:59.5",3.302,"03:24:12.39","-32:02:59.4","03:24:12.453","-32:02:59.52",18.326,17.633,17.46,17.243,,,,,,,,"[KTS2005] 0322-3213",3.302,"QSO J0324-3203",3.302,0,1,1800,3758.626127246,9466.3840376857,"3758.63-4984.41,5789.33-7524.69,7671.43-7759.83,7759.96-8047.49,8047.62-8163.34,8163.55-8174.24,8174.51-8264.03,8264.16-8284.73,8284.86-8467.44,8467.58-8515.17,8515.38-8642.36,8642.51-8770.21,8770.36-8799.74,8799.96-8805.24,8805.39-8823.69,8823.91-8829.29,8829.43-9052.13,9052.35-9118.87,9119.03-9250.46,9250.61-9284.92,9285.23-9378.30,9378.54-9404.77,9404.93-9466.38",2.5,"0,12,0,17,15","0.0,59.8,0.0,56.9,56.9",0.8,"2x2","437,760","0.71,1.02,1.33","072.A-0442(A)","hem0322m3213",2.243,20.5,0.1,"This work"
"J033025-495403","03:30:25.21","-49:54:03.4",2.23,"03:30:25.13","-49:54:04.3","03:30:25.207","-49:54:03.35",19.257,19.015,18.906,18.241,,,,,,,,,,,,0,4,14370,3285.0721978679,6653.2618849505,"3301.27-4520.59,4620.71-4655.83,4662.36-5600.12,5674.63-6616.69,6620.11-6653.26",2.5,"4,6,14,14,0","59.8,59.8,56.9,56.9,0.0",0.8,"2x2","390,564","0.45,0.50,0.88","074.A-0473(A)","ctq847",1.893,21.2,0.2,"This work"
"J033032-270438","03:30:32.54","-27:04:38.8",1.816,"03:30:32.63","-27:04:37.6","03:30:32.548","-27:04:38.85",19.224,,18.778,18.322,,,,,,,,"PKS 0328-272",1.816,"QSO B0328-272",1.803,5,0,0,0,0,,0,,,,,,,,,,,,
"J033106-382404","03:31:06.36","-38:24:04.6",2.423,"03:31:06.38","-38:24:04.5","03:31:06.368","-38:24:04.61",17.454,17.129,17.165,16.972,,,,,,,,"[HB89] 0329-385",2.423,"QSO B0329-3834",2.423,0,12,43200,3049.1540406738,10429.8113770537,"3070.33-5756.29,5835.07-8522.67,8652.28-10087.31,10090.76-10255.59,10263.04-10429.81",2.5,"34,43,72,74,55","49.8,49.8,47.8,47.8,47.8",1,"2x2","346,437,580,860","0.42,0.54,0.87","166.A-0106(A)","q0329m385",,,,
"J033108-252443","03:31:08.91","-25:24:43.3",2.685,"03:31:08.78","-25:24:44.4","03:31:08.915","-25:24:43.38",18.005,17.741,17.618,17.406,,,,,,,,"[HB89] 0329-255",2.685,"QSO B0329-255",2.685,0,26,84583,3043.7339812139,10428.6502915992,"3138.35-5578.54,5578.86-5764.53,5834.66-6992.75,6997.12-8531.53,8663.30-10086.61,10087.96-10254.71,10261.64-10428.65",2.5,"29,64,64,61,48","49.8,49.8,47.8,47.8,47.8",1,"2x2","346,437,580,860","0.42,0.70,1.06","166.A-0106(A)","pks0329m255",,,,
"J033244-445557","03:32:44.09","-44:55:57.1",2.6,"03:32:44.02","-44:55:56.5","03:32:44.090","-44:55:57.15",17.687,17.176,16.987,16.871,,,,,,,,"PKS 0330-450",2.6,"QSO J0332-4455",2.679,0,5,13800,3282.7792660125,9466.1944201036,"3330.04-5239.21,5244.41-7524.66,7666.60-7717.28,7717.41-7796.06,7796.32-7844.19,7844.38-7905.19,7905.46-7951.27,7951.41-7994.36,7994.62-8109.58,8109.85-8144.00,8144.82-8332.37,8332.64-8384.50,8384.64-8467.34,8467.84-8558.92,8559.07-8634.48,8634.63-8688.51,8688.65-8733.04,8733.18-8738.87,8739.01-8767.04,8767.26-8816.90,8817.12-8861.42,8861.71-8888.13,8888.35-8921.77,8922.07-9003.46,9003.69-9050.96,9051.19-9059.34,9059.50-9151.60,9151.75-9219.77,9220.00-9294.03,9294.19-9364.28,9364.52-9370.30,9370.53-9378.27,9378.59-9466.19",2.5,"18,34,41,43,15","49.8,49.8,47.8,47.8,56.9","0.8,1.0","2x2","390,437,580,760","0.77,0.92,1.34","072.A-0442(A),078.A-0164(A)","hem0331m4506,q0331m451",,,,
"J033413-161205","03:34:13.43","-16:12:05.1",4.363,"03:34:13.39","-16:12:02.3","03:34:13.435","-16:12:05.12",21.66,17.535,17.758,,,,,,,,,"BR 0331-1622",4.363,"QSO B0331-1622",4.363,0,4,15865,4577.1207377546,10429.7414006983,"4577.12-5579.07,5579.54-6849.71,6856.56-6931.88,6941.07-6993.60,6996.05-8524.39,8663.78-10087.92,10089.52-10255.95,10260.57-10429.74",2.5,"0,0,61,57,22","0.0,0.0,47.8,47.8,47.8",1,"2x2","560,580,860","0.55,0.61,1.03","69.A-0613(A),71.A-0114(A)","0334m1612,q0334m1612",3.557,21.12,0.15,"Peroux et al. (2005)"
"J033413-400825","03:34:13.64","-40:08:25.4",1.445,"03:34:13.74","-40:08:23.1","03:34:13.646","-40:08:25.40",17.507,17.214,15.909,17.567,,,,,,,,"[HB89] 0332-403",1.445,"QSO B0332-403",1.445,0,7,7945,3282.9172496224,9466.6712513522,"3302.08-7521.15,7662.39-9466.67",2.5,"2,4,10,12,6","49.8,49.8,47.8,47.8,47.8",1,"2x2","390,437,580,760","0.90,1.35,2.18","076.A-0860(A)","pksm0332m403",,,,
"J033626-201940","03:36:26.98","-20:19:40.0",3.125,"03:36:27.01","-20:19:38.6","03:36:26.981","-20:19:40.06",18.141,17.561,17.816,17.796,,,,,,,,"UM 683",3.125,"QSO B0334-204",3.132,0,2,3456,3282.6989624035,6810.2312978938,"3423.95-4517.70,4784.99-4855.00,4859.22-5546.83,5547.43-5578.84,5579.54-5756.63,5832.30-6302.25,6302.35-6810.23",2.5,"2,6,14,14,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,580","1.08,1.09,1.35","71.B-0106(B)","qm0334m204",,,,
"J033755-120404","03:37:55.44","-12:04:04.6",3.442,"03:37:55.50","-12:04:04.9","03:37:55.449","-12:04:04.63",21.018,,20.199,,,,,,,,,"[HB89] 0335-122",3.442,"QSO J0337-1204",3.442,0,5,16200,3755.1206316946,10255.7271219917,"3902.29-4983.83,6699.63-6778.92,6783.62-8523.84,8659.76-10082.65",2.5,"0,9,0,0,10","0.0,49.8,0.0,0.0,47.8",1,"2x2","437,860","0.58,0.72,1.24","71.A-0067(A)","b0335m122",,,,
"J033829+002156","03:38:29.30","+00:21:56.2",5.032,"03:38:29.32","+00:21:56.5","03:38:28.351","+00:21:57.65",,,21.121,,"SDSS J033829.30+002156.2",5.032,23.896,25.385,21.729,20.066,19.691,"SDSS J0338+0021",5.071,"QSO J0338+0021",5.02,0,7,23590,4870.3401987262,10254.5082914735,"5361.38-6777.95,6781.40-6849.66,6852.80-10086.58,10088.18-10254.51",2.5,"0,0,6,16,18","0.0,0.0,41.1,41.1,41.1",1.2,"2x2","680,860","0.44,0.64,0.88","072.B-0123(D)","sdss0039m0959u2x2,sdss0338p0021u2x2,sdss0338p0021ucarbonuiv",,,,
"J033854-000521","03:38:54.77","-00:05:21.0",3.05,"03:38:54.77","-00:05:21.9","03:38:54.772","-00:05:20.98",19.102,18.353,18.263,18.114,"SDSS J033854.77-000521.0",3.05,19.991,18.737,18.448,18.33,18.271,"SDSS J033854.77-000520.9",3.049,"QSO B0336-0015",3.049,0,3,11800,3045.9966330918,9467.039675294,"3382.39-5455.34,5456.25-5578.91,5579.52-5662.53,5678.47-6302.17,6302.75-7519.94,7664.35-8467.96,8468.17-9467.04",2.5,"4,8,10,18,16","49.8,49.8,47.8,47.8,47.8",1,"2x2","346,437,570,760","1.12,1.71,2.21","074.A-0201(A),080.A-0014(A)","j0338m0005,sdssmj033854.77m000520",2.23,21.05,0.25,"Zafar et al. (2013)"
"J033900-013317","03:39:00.97","-01:33:17.5",3.197,"03:39:00.88","-01:33:15.8","03:39:00.974","-01:33:17.53",19.576,19.038,18.759,17.916,,,,,,,,"PKS 0336-017",3.197,"QSO B0336-0143",3.197,0,3,15600,3758.061044065,10436.7216918372,"3758.06-4984.07,6700.29-6767.90,6778.46-6848.46,6853.89-6930.56,6939.99-6992.44,6994.78-8523.62,8660.61-9087.22,9095.94-9766.19,9775.72-9924.23,9937.07-10088.27,10097.28-10258.88",2.5,"0,18,0,0,24","0.0,54.5,0.0,0.0,52.0",0.9,"2x2","437,860","0.63,0.79,1.10","68.A-0461(A)","pksmb0336m017",3.062,21.2,0.09,"Zafar et al. (2013)"
"J034943-381030","03:49:43.64","-38:10:30.6",3.205,"03:49:43.63","-38:10:32.1","03:49:43.645","-38:10:30.66",18.066,17.515,17.483,17.285,,,,,,,,"[HB89] 0347-383",3.205,"QSO B0347-3819",3.222,0,29,141412,3284.5305356537,10510.6205501512,"3655.80-5578.30,5578.83-8915.74,8917.64-9767.48,9773.08-9924.99,9932.14-10013.13,10019.00-10087.61,10099.96-10255.70,10264.29-10420.00,10421.89-10429.26,10443.79-10477.95,10478.99-10495.73",1.3,"0,62,30,94,76","0.0,59.8,47.8,53.7,53.7","0.7,0.8,1.0","1x1,2x2","390,427,430,437,580,760,800,860","0.50,1.09,2.20","083.A-0733(A),60.A-9022(A),68.A-0106(A),68.B-0115(A)","q0347m38,q0347m383,qsom0347,qsom0347m3819",3.025,20.73,0.05,"Zafar et al. (2013)"
"J034957-210247","03:49:57.81","-21:02:47.6",2.944,"03:49:57.71","-21:02:52.6","03:49:57.810","-21:02:47.63",20.476,19.923,20.297,,,,,,,,,"PKS 0347-211",2.944,"IVS B0347-211",0,0,3,8873,3281.806121346,6810.0257146197,"3309.56-4134.68,4140.31-4514.92,4783.81-4854.98,4857.04-5756.98,5839.08-6064.94,6067.92-6763.39,6766.10-6810.03",2.5,"5,3,9,8,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,580","0.49,0.66,1.04","71.A-0067(A)","b0347m211",,,,
"J035128-142908","03:51:28.55","-14:29:08.2",0.616,"03:51:28.47","-14:29:07.2","03:51:28.557","-14:29:08.24",16.001,,15.753,15.447,,,,,,,,"3C 095",0.616,"3C 95",0.614,0,4,1200,3282.9965925923,9466.8211011842,"3293.77-4743.35,4747.90-7520.83,7666.92-9466.82",2.5,"7,25,22,28,18","49.8,49.8,47.8,47.8,47.8",1,"2x2","390,437,580,760","0.61,0.71,0.76","076.A-0860(A)","3cm095",,,,
"J035230-071102","03:52:30.55","-07:11:02.3",0.965,"03:52:30.48","-07:11:01.6","03:52:30.560","-07:11:02.04",16.868,16.303,16.343,16.104,"SDSS J035230.55-071102.3",0.965,17.008,16.712,16.36,16.362,16.234,"3C 094",0.965,"3C 94",0.962,0,4,1200,3283.0077599135,9466.9322482355,"3297.58-4827.28,4830.26-5237.91,5245.17-5639.05,5647.00-7520.73,7667.65-9466.93",2.5,"6,15,23,27,17","49.8,49.8,47.8,47.8,47.8",1,"2x2","390,437,580,760","0.64,0.70,0.78","076.A-0860(A)","3cm094",,,,
